,dialog,gameplan_prediction
10," hi, what should I do first? <<TURN>>  We need to serve 3 slices of lettuce on a plate <<TURN>>  Could you find lettuce first? <<TURN>>  yes, where do I place it? <<TURN>>  find knife <<TURN>>  Knife is near the lettuce <<TURN>>  Please turn back <<TURN>>  it's on opposite side <<TURN>>  can I slice it? <<TURN>>  yes <<TURN>>  what next? <<TURN>>  open the cabinet and find plate <<TURN>>  the cabinet is on the right of fridge <<TURN>>  open middle cabinet door on top <<TURN>>  Could you find it? <<TURN>>  I cant open the doors <<TURN>>  go right of fridge <<TURN>>  Open the cabinet exactly on top of lettuce <<TURN>>  Go close to the doors <<TURN>>  one step right <<TURN>>  I am trying to interact with the cabinet <<TURN>>  go close to the cabinet <<TURN>>  Place it somewhere <<TURN>>  Place it on middle <<TURN>>  i was only able to place it there <<TURN>>  No problem <<TURN>>  Place lettuces on plate <<TURN>>  what else? <<TURN>>  we need get remaining2 lettuces <<TURN>>  are there more plates to place them? <<TURN>>  open fridge and get lettuce <<TURN>>  or you can take lettuce which are lying there <<TURN>>  slice them and place it on the same plate",Pickup ButterKnife -- Place CounterTop -- Pickup ButterKnife -- Slice Lettuce -- Open Cabinet -- Open Cabinet -- Place CounterTop -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Plate -- Place CounterTop -- Pickup LettuceSliced -- Place Plate -- Open Fridge -- Pickup Lettuce -- Place CounterTop -- Close Fridge
11, First Task? <<TURN>>  Hello! Can you please put 2 slices of tomato onto a clean plate? <<TURN>>  Knife is in the microwave <<TURN>>  ok <<TURN>>  tomato is to the left of the toaster <<TURN>>  Plate is in front of the toaster,Pickup Tomato -- Place DiningTable -- Pickup ButterKnife -- Slice Tomato -- Place DiningTable
12, what can i do today <<TURN>>  hi <<TURN>>  put all saltshaker in one cabinet. <<TURN>>  where is the other please <<TURN>>  one is in the fridge,Open Cabinet -- Pickup Egg -- Place CounterTop -- Pickup PepperShaker -- Place Cabinet -- Open Fridge -- Pickup SaltShaker -- Place Fridge
13, Today we need to slice a potato <<TURN>>  what shall i do today <<TURN>>  The potato is to the left of the sink <<TURN>>  The knife appears to be on the chair in front of you <<TURN>>  On the other side of the counter <<TURN>>  what should i do next <<TURN>>  Next we need to clean a bowl <<TURN>>  The bowl is on the chait <<TURN>>  Next to where the knife was <<TURN>>  on the other side of the counter <<TURN>>  like before <<TURN>>  Can you place the bowl in the sink? <<TURN>>  Next to the water on in the sink <<TURN>>  turn on <<TURN>>  once the bowl is clean we need to cook the potato slices <<TURN>>  The stove is to your left,Pickup Potato -- Place Plate -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Pickup Ladle -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup PotatoSliced
14, what can i do today <<TURN>>  slice lettuce <<TURN>>  lettuce is inside the shdelf below the stove <<TURN>>  shelf* <<TURN>>  right one <<TURN>>  ok,Pickup Knife -- Place DiningTable -- Open Cabinet -- Pickup Lettuce -- Place DiningTable -- Pickup Knife -- Slice Lettuce -- Close Cabinet
15, hi <<TURN>>  Hello <<TURN>>  today lets make a slice of toast <<TURN>>  how may i be of service <<TURN>>  bread is next to toaster <<TURN>>  knife <<TURN>>  you can find the knife in the fridge <<TURN>>  grab a plate from the fridge and place the toast <<TURN>>  okay <<TURN>>  done,Open Fridge -- Pickup Knife -- Slice Bread -- Place Pan -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Plate -- ToggleOff Faucet
16," how can i help today <<TURN>>  please could you put my mug away into the cabinet <<TURN>>  sure, where is the mug <<TURN>>  it should be in the dishwasher <<TURN>>  that isn't the mug i am needing you to move <<TURN>>  I cannot open the dishwasher <<TURN>>  sorry it is in the microwave <<TURN>>  i was mistaken",Open Cabinet -- Pickup Mug -- Open Cabinet -- Place Cabinet -- Close Cabinet -- Close Cabinet -- Open Microwave -- Pickup Mug -- Open Cabinet -- Open Cabinet -- Place Cabinet
17, What I can I do for you? <<TURN>>  Hi. Please cook a slice of potato and serve on a plate. <<TURN>>  Where is the potato? <<TURN>>  In the fridge <<TURN>>  This is an egg <<TURN>>  It isnt showing me. You will have to look around <<TURN>>  Oh there is one left of the microwave <<TURN>>  ok <<TURN>>  Where is the plate <<TURN>>  how do i cook the potato? <<TURN>>  By the sink <<TURN>>  Put a slice in the microwave <<TURN>>  The plate looks dirty. It will need to be cleaned. <<TURN>>  I am not able to place the plate on the sink,Pickup Knife -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Open Fridge -- Pickup Egg -- Place Fridge -- Pickup Plate -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Close Fridge -- Pickup PotatoSliced -- Place Plate -- Pickup Plate -- ToggleOff Microwave -- Open Microwave -- Place CounterTop
18, Hello...What is my first task? <<TURN>>  make coffee in a clean mug <<TURN>>  On it <<TURN>>  Coffee made <<TURN>>  next lets make a sandwich <<TURN>>  slice the bread <<TURN>>  Bread sliced <<TURN>>  2 slices then toast the two <<TURN>>  bread toasted <<TURN>>  slice tomatoes please <<TURN>>  Tomato sliced <<TURN>>  then place the sandwich components on a plate <<TURN>>  try moving aroung the counter top,Pickup Mug -- ToggleOff Faucet -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup ButterKnife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
19, hello <<TURN>>  What can I do? <<TURN>>  Hello <<TURN>>  First we need a tomato sliced <<TURN>>  The tomato is in the upper cabinet to the right of the stove <<TURN>>  and knife <<TURN>>  The knife is in the 2nd drawer down to the left of the stove <<TURN>>  there <<TURN>>  The knife is in the drawers to the left of the stove <<TURN>>  2nd one odwn <<TURN>>  Turn around <<TURN>>  GO all the way left <<TURN>>  to the stove then look at the drawers there. <<TURN>>  okay <<TURN>>  there <<TURN>>  next drawer <<TURN>>  okay <<TURN>>  No knife...One sec <<TURN>>  I'm looking for one. System keeps showing same drawer <<TURN>>  There is a butter knife on the counter in front of the salt shaker <<TURN>>  let me open each drawer <<TURN>>  Turn right <<TURN>>  come to the end of the knook <<TURN>>  nook <<TURN>>  should I turn right? <<TURN>>  The knife is on the breakfast nook in front of the salt shaker <<TURN>>  okay <<TURN>>  Do you see it. it kind of blends into the countertop <<TURN>>  yup <<TURN>>  Now lets slice the tomato and put a slice in the bowl <<TURN>>  The bowl is in the fridge <<TURN>>  The tomato is on the counter to the right of the stove <<TURN>>  left <<TURN>>  let me get the bowl <<TURN>>  k <<TURN>>  You'll nee d empty and wash that <<TURN>>  Clear objects in sink first,Open Cabinet -- Pickup Tomato -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Open Fridge -- Pickup Bowl -- Place CounterTop -- Close Fridge -- Pickup Bowl -- Place CounterTop
20, what are we doing today <<TURN>>  We need to make 2 slices of lettuce <<TURN>>  ok can you help me find the lettuce <<TURN>>  nevermind <<TURN>>  can you help find a knife <<TURN>>  Just a moment <<TURN>>  Still looking <<TURN>>  you can use the search bar <<TURN>>  in progress check <<TURN>>  on the table behind the plant. <<TURN>>  Thank you! <<TURN>>  ok what do we do now <<TURN>>  One slice of tomato <<TURN>>  It is on a seat at the counter,Open Fridge -- Pickup Lettuce -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup ButterKnife -- Place DiningTable -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato
21, I need you to help make a sandwhich <<TURN>>  first lets slice the bread <<TURN>>  Whats my first task? <<TURN>>  for it <<TURN>>  the bread should be above the fridge <<TURN>>  in the left cabinet,Pickup Bread -- Place CounterTop -- Pickup Knife
22, what should i do? <<TURN>>  We need to make coffee <<TURN>>  mug on the stove <<TURN>>  Remove the egg and sponge,Pickup ButterKnife -- Place CounterTop -- Pickup Mug -- ToggleOff Faucet -- Pour  -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet
23," HI..What's my first task, please? <<TURN>>  slice the lettuce <<TURN>>  k <<TURN>>  Knife location, please? <<TURN>>  Found it <<TURN>>  then slice the tomato twice",Pickup Knife -- Slice Lettuce -- Place CounterTop
24, hello what is my task? <<TURN>>  we are to boil a potatoe <<TURN>>  Where is potato> <<TURN>>  it is in the fridge <<TURN>>  Will I need to remove potato once it is boiled? <<TURN>>  it just says we need to boil the potatoe in water <<TURN>>  try putting it in the pot with water,Open Fridge -- Pickup Knife -- Close Fridge -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Pickup SaltShaker -- Place CounterTop -- ToggleOff Faucet -- Pickup Egg -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Open Fridge -- Pickup Potato -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Pot -- Place StoveBurner -- Pickup Potato
25, I need you to help make a sandwhich <<TURN>>  first lets slice the bread <<TURN>>  Whats my first task? <<TURN>>  for it <<TURN>>  the bread should be above the fridge <<TURN>>  in the left cabinet <<TURN>>  when you have the bread <<TURN>>  there is a knife by the sink <<TURN>>  above the fridge <<TURN>>  in the left cabinet <<TURN>>  there also looks to be bread by the microwave <<TURN>>  if you cant reach the cabinet above the fridge <<TURN>>  then go to the microwave <<TURN>>  Can you reach the bread above the fridge? <<TURN>>  to high up <<TURN>>  go the microwave <<TURN>>  what about the bread on the counter <<TURN>>  there is bread there as well <<TURN>>  turn left <<TURN>>  ! <<TURN>>  the microwave,Pickup Bread -- Place CounterTop -- Pickup Knife -- Place CounterTop -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Knife
26, hi <<TURN>>  Hello <<TURN>>  what should i do today? <<TURN>>  We need to clen 2 bowls. ! is on the counter to the right of the fridge. <<TURN>>  That is a pot <<TURN>>  The bowl is on the black counter to the right of the fridge <<TURN>>  Behind you <<TURN>>  where can i find bowl? <<TURN>>  Turn left <<TURN>>  The black nook beside the fridge <<TURN>>  the bowl is on top,ToggleOff Faucet -- Pickup Potato -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup ButterKnife -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Pot -- Pour  -- Place Sink -- Pickup Cup -- Place CounterTop -- Pickup Bowl -- Place  -- ToggleOn Faucet
27," what do I need to do? <<TURN>>  the saltshaker needs to be put into a single cabinet <<TURN>>  Is any cabinet fine? <<TURN>>  i think so <<TURN>>  anything else? <<TURN>>  was that a drawer you put it in? <<TURN>>  try a cabinet and not a drawer please <<TURN>>  yes <<TURN>>  ok <<TURN>>  all set? <<TURN>>  no, says it needs a single cabinet <<TURN>>  maybe because that one has two doors? <<TURN>>  ok, I'll try the others <<TURN>>  I don't think there are any others cabinets besides the two under the sink <<TURN>>  are you sure you have salt? <<TURN>>  maybe its pepper?",Pickup PepperShaker -- Place CounterTop -- Open Drawer -- Pickup PepperShaker -- Place Drawer -- Close Drawer -- Open Drawer -- Pickup PepperShaker -- Close Drawer -- Open Cabinet -- Place Cabinet -- Close Cabinet -- Open Cabinet -- Pickup PepperShaker -- Close Cabinet -- Place DiningTable -- Pickup SaltShaker
28, how can i assist you today with your work? <<TURN>>  make a sandwoich <<TURN>>  ok <<TURN>>  make 2 slices of toast <<TURN>>  ok <<TURN>>  bread is in the fridge <<TURN>>  toaster is on the left of the cooker,ToggleOff Faucet -- Pickup ButterKnife -- Slice Lettuce -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup ButterKnife -- Slice Bread -- Slice Tomato -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop
29, First task? <<TURN>>  ANUGGDG0JJ4PK <<TURN>>  Make 2 sandwich toast <<TURN>>  I mean 2 slice of toast <<TURN>>  Slice the bread and toast it in toaster <<TURN>>  knife is on the shelf above microwave <<TURN>>  knife <<TURN>>  i can see all that stuff' <<TURN>>  Slice the bread <<TURN>>  where is the bread <<TURN>>  you keep repeating yourself <<TURN>>  in the shelf ;eft of  the microwave <<TURN>>  you dont know <<TURN>>  Well u know better then <<TURN>>  i saw the bread on the top shelf on left of microwave <<TURN>>  2 slices to be toasted <<TURN>>  next <<TURN>>  Make a slice of lettuce <<TURN>>  Lettuce is in the shelf below the sink,Open Cabinet -- Open Microwave -- Close Microwave -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- ToggleOff Faucet -- Pickup Spatula -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup BreadSliced
30," Let's make some toast <<TURN>>  how can I help you? <<TURN>>  Bread is in front of the microwave <<TURN>>  thank you, where can I find a knife? <<TURN>>  knife seems to be in the cabinet on top of the fridge <<TURN>>  The left one <<TURN>>  Ok, I can see the knife, but I can't grab it <<TURN>>  is there another one? <<TURN>>  If you can't reach it, check around for another one. Hopefully there is. I can only see that one on the locator. <<TURN>>  odd, will try <<TURN>>  Okay, try checking the drawer next to the fridge <<TURN>>  to the right <<TURN>>  will do <<TURN>>  Try the cabinet next to the window too, the one on top of the stove <<TURN>>  none of the drawers have a knife in them, I check the fridge <<TURN>>  It keeps on highlighting different areas <<TURN>>  really odd that I cannot get that knife up there <<TURN>>  Did you check the cabinets on top of the stove? <<TURN>>  Great! You did it! Okay, now slice the bread and toast it please <<TURN>>  how many slices do you like? <<TURN>>  Find a plate inside the fridge <<TURN>>  it should be clean already <<TURN>>  Ok <<TURN>>  Please place the toast on the plate",Pickup Bread -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Open Drawer -- Open Drawer -- Open Drawer -- Open Fridge -- Close Fridge -- Close Drawer -- Close Drawer -- Close Drawer -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Drawer -- Open Drawer -- Close Drawer -- Close Drawer -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Open Fridge -- Pickup Plate -- Close Fridge -- Place CounterTop -- ToggleOff Toaster -- Pickup BreadSliced -- Place Plate
31, What shall I do today? <<TURN>>  please make a salad <<TURN>>  start with a slice of lettuce <<TURN>>  Can you help me find knife and lettuce? <<TURN>>  sure lettuce to right of microwave in cabinet <<TURN>>  knife on counter by toaster,Open Cabinet -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce
32," what can i do for you? <<TURN>>  I want a sandwich <<TURN>>  toasted with one slice of lettuce <<TURN>>  sure <<TURN>>  i see the bread and lettuce <<TURN>>  where is the knife? <<TURN>>  top right cabinet by the door <<TURN>>  ok <<TURN>>  there's one by the sink too <<TURN>>  ok, can't seem to grab the knife in cabinet",Pickup Bread -- Place CounterTop -- Open Cabinet -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- ToggleOff Toaster -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place Pan -- Pickup Lettuce -- Place CounterTop -- Pickup BreadSliced
33," how can I help? <<TURN>>  can you slice a tomato? <<TURN>>  the tomato is on the oven <<TURN>>  yes sure, where can I find a knife please? <<TURN>>  and knife is in the fridge <<TURN>>  tomato sliced <<TURN>>  anything else I can help with? <<TURN>>  now can you cook 2 slices of potato? <<TURN>>  potato is in the sink <<TURN>>  thank you <<TURN>>  I sliced the potato, shall I cook it? <<TURN>>  yes please <<TURN>>  ok <<TURN>>  I cooked them, do I need to place them on a plate? <<TURN>>  in the fridge <<TURN>>  Ok, thank you <<TURN>>  Can you put everyting on that plate? <<TURN>>  yes sure",Open Fridge -- Pickup Knife -- Close Fridge -- Place DiningTable -- Pickup Tomato -- Place DiningTable -- Pickup Knife -- Slice Tomato -- Place DiningTable -- Pickup Potato -- Place DiningTable -- Pickup Knife -- Slice Potato -- Place DiningTable -- Pickup Pot -- Place StoveBurner -- Pickup PotatoSliced -- Place Pot -- Pickup PotatoSliced -- Place Pot -- Pickup PotatoSliced -- Place Pot -- ToggleOff StoveKnob -- Open Fridge -- Pickup Plate -- Close Fridge -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place DiningTable -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
34, First task? <<TURN>>  ANUGGDG0JJ4PK <<TURN>>  Make 2 sandwich toast <<TURN>>  I mean 2 slice of toast <<TURN>>  Slice the bread and toast it in toaster <<TURN>>  knife is on the shelf above microwave <<TURN>>  knife <<TURN>>  i can see all that stuff' <<TURN>>  Slice the bread <<TURN>>  where is the bread <<TURN>>  you keep repeating yourself <<TURN>>  in the shelf ;eft of  the microwave <<TURN>>  you dont know <<TURN>>  Well u know better then <<TURN>>  i saw the bread on the top shelf on left of microwave <<TURN>>  2 slices to be toasted,Open Cabinet -- Open Microwave -- Close Microwave -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop
35, Hi! What am I   doing? <<TURN>>  make 1 slice of tomato <<TURN>>  Done <<TURN>>  place the slice in a clean bown on the right caupboard above the microwave,Pickup ButterKnife -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Open Cabinet -- Pickup Bowl -- Place Cabinet -- Pickup Bowl -- Close Cabinet -- ToggleOff Faucet -- Pour  -- Place CounterTop -- Pickup TomatoSliced -- Place Bowl
